timestamp,session_id,user_message,assistant_response,intent,budget_mentioned,fuel_preference,body_type,family_size,use_case,features_mentioned,model_mentioned,sentiment
2026-03-10T18:56:06.691374,f78bed13,I need a car with good boot space for surfboards,"For island driving, there are a few factors to keep in mind — range, road type, and service access.",finance,32170,,mpv,,,"['tow bar', 'blind spot monitor']",,positive
2026-03-10T20:05:46.302971,17b1e6dd,"I want a family car with 7 seats under €10,566","For that budget, the Corolla is our top recommendation — great value and reliability.",test_drive,10566,petrol,,6,first car,['boot space'],Corolla,neutral
2026-03-11T12:46:25.854418,d34b6e88,I need a reliable SUV for off-road use in the Canary Islands,That's an important consideration. Let me check what we currently have in stock.,browse,13135,petrol,hatchback,,eco savings,"['lane assist', 'tow bar', 'apple carplay']",,positive
2026-03-11T13:56:08.666457,0c0a630c,What deals do you have this month?,"For that budget, the Land Cruiser is our top recommendation — great value and reliability.",availability,39052,petrol,suv,,island hopping,"['360 camera', 'boot space', 'lane assist']",Land Cruiser,positive
2026-03-11T16:53:57.565873,43e61c8b,"I want a family car with 7 seats under €14,354",That's a great question! Let me help you narrow down your options based on your needs.,availability,14354,hybrid,,,first car,[],,negative
2026-03-11T18:04:03.887825,617933d5,Which Toyota is best for fuel economy?,Great question about fuel types! Each has its advantages depending on your driving patterns.,recommend,,petrol,suv,,long highway trips,"['boot space', '360 camera', 'blind spot monitor']",,positive
2026-03-11T18:41:21.166946,b4e6be50,"I care a lot about safety features, what do you recommend?",I'd recommend the Yaris — it's one of our most popular models for that use case.,finance,11127,,crossover,,city commuting,['lane assist'],Yaris,positive
2026-03-12T10:25:40.537368,f8f96158,Is Corolla available in automatic transmission?,"I'd love to help! To give you the best recommendation, could you share your typical weekly mileage?",finance,,plug-in hybrid,hatchback,,long highway trips,[],,positive
2026-03-12T11:39:24.836361,f78bed13,Is Corolla available in automatic transmission?,"For that budget, the Corolla is our top recommendation — great value and reliability.",test_drive,27399,plug-in hybrid,hatchback,,eco savings,"['360 camera', 'adaptive cruise', 'tow bar']",Corolla,positive
2026-03-12T11:40:17.428340,e43c6040,What Toyota SUVs do you have available?,I'd recommend the C-HR — it's one of our most popular models for that use case.,availability,29381,plug-in hybrid,suv,2,eco savings,"['boot space', '7 seats', 'heated seats']",C-HR,positive
2026-03-12T12:48:17.331106,f78bed13,What Toyota SUVs do you have available?,Great question about fuel types! Each has its advantages depending on your driving patterns.,test_drive,,,crossover,,,"['apple carplay', 'adaptive cruise', 'wireless charging']",,positive
2026-03-12T13:35:22.242337,47cf6b1b,What's the difference between petrol and hybrid?,"I'd love to help! To give you the best recommendation, could you share your typical weekly mileage?",availability,57448,diesel,suv,,,"['lane assist', 'apple carplay', '7 seats']",,positive
2026-03-12T14:08:24.222547,92168739,"I'm a first-time buyer, what's good for city driving?",Great question about fuel types! Each has its advantages depending on your driving patterns.,browse,,petrol,crossover,,,[],,neutral
2026-03-12T14:22:06.658641,43e61c8b,"I care a lot about safety features, what do you recommend?",The GR86 offers the best balance of performance and efficiency in that price range.,test_drive,53942,,sedan,,,[],GR86,positive
2026-03-12T15:48:47.081869,17b1e6dd,"I want something electric or plug-in hybrid, what do you have?",The Camry would be a great fit for your needs. It offers excellent fuel economy and comfort.,test_drive,55335,plug-in hybrid,suv,5,long highway trips,"['heated seats', 'panoramic roof', 'blind spot monitor']",Camry,positive
2026-03-12T16:25:08.769774,9f4b8762,Tell me about the Corolla,I can arrange a test drive for the Corolla at your nearest dealership.,after_sales,37368,,hatchback,,long highway trips,['panoramic roof'],Corolla,positive
2026-03-12T17:32:58.374105,75f6ab09,Is the Hilux good for highway driving?,Great question about fuel types! Each has its advantages depending on your driving patterns.,availability,,petrol,sedan,,business travel,[],,positive
2026-03-12T17:48:16.455925,9f4b8762,What's the best hybrid Toyota for a family of 4?,That's a great question! Let me help you narrow down your options based on your needs.,after_sales,,,mpv,,,"['android auto', 'wireless charging']",,neutral
2026-03-12T21:09:45.099655,f9f1d803,What's the best hybrid Toyota for a family of 4?,The Land Cruiser is an excellent choice with its hybrid powertrain and spacious interior.,finance,,,,,off-road,"['android auto', 'blind spot monitor', '7 seats']",Land Cruiser,positive
2026-03-13T08:18:54.823733,a1ed0796,Can I test drive the C-HR?,I can arrange a test drive at your most convenient location in the Canary Islands.,compare,41635,petrol,suv,,,['boot space'],,neutral
2026-03-13T11:57:41.067730,530961fa,"I'm a first-time buyer, what's good for city driving?",Great question about fuel types! Each has its advantages depending on your driving patterns.,after_sales,28523,hybrid,suv,,eco savings,['blind spot monitor'],,positive
2026-03-13T12:35:46.128227,c6abbad4,"I care a lot about safety features, what do you recommend?",Great question about fuel types! Each has its advantages depending on your driving patterns.,availability,30849,plug-in hybrid,sedan,,eco savings,"['7 seats', 'boot space']",,positive
2026-03-13T13:39:10.192535,1339b5d7,I need a reliable SUV for off-road use in the Canary Islands,The Land Cruiser is an excellent choice with its hybrid powertrain and spacious interior.,browse,34269,diesel,suv,,long highway trips,['360 camera'],Land Cruiser,neutral
2026-03-13T15:17:36.126380,56d3e42a,"My budget is a reasonable amount, what Toyota do you recommend?",I can arrange a test drive for the Camry at your nearest dealership.,availability,,plug-in hybrid,suv,,business travel,"['7 seats', 'android auto']",Camry,positive
